,Text,Label,CaseFolding,TextClean,tokens,normalisasi,stopword
130,"Canggih nya teknologi Nikuba 
15 M sangat murah, Lamborghini Ferrari aja 20 M... Politik dan dunia usaha menjadi hambatan yang sangat berat... Kapan Indonesia Maju ya?",positif,"canggih nya teknologi nikuba 
15 m sangat murah, lamborghini ferrari aja 20 m... politik dan dunia usaha menjadi hambatan yang sangat berat... kapan indonesia maju ya?",canggih nya teknologi nikuba  sangat murah lamborghini ferrari aja  politik dan dunia usaha menjadi hambatan yang sangat berat kapan indonesia maju ya,"['canggih', 'nya', 'teknologi', 'nikuba', 'sangat', 'murah', 'lamborghini', 'ferrari', 'aja', 'politik', 'dan', 'dunia', 'usaha', 'menjadi', 'hambatan', 'yang', 'sangat', 'berat', 'kapan', 'indonesia', 'maju', 'ya']","['canggih', 'nya', 'teknologi', 'nikuba', 'sangat', 'murah', 'lamborghini', 'ferrari', 'saja', 'politik', 'dan', 'dunia', 'usaha', 'menjadi', 'hambatan', 'yang', 'sangat', 'berat', 'kapan', 'indonesia', 'maju', 'ya']","['canggih', 'teknologi', 'nikuba', 'murah', 'lamborghini', 'ferrari', 'politik', 'dunia', 'usaha', 'hambatan', 'berat', 'indonesia', 'maju']"
131,Nikuba teknologi luar biasa sangat bermanfaat bagi manusia,positif,nikuba teknologi luar biasa sangat bermanfaat bagi manusia,nikuba teknologi luar biasa sangat bermanfaat bagi manusia,"['nikuba', 'teknologi', 'luar', 'biasa', 'sangat', 'bermanfaat', 'bagi', 'manusia']","['nikuba', 'teknologi', 'luar', 'biasa', 'sangat', 'bermanfaat', 'bagi', 'manusia']","['nikuba', 'teknologi', 'bermanfaat', 'manusia']"
132,"Nikuba 
Joko energi",positif,"nikuba 
joko energi",nikuba joko energi,"['nikuba', 'joko', 'energi']","['nikuba', 'joko', 'energi']","['nikuba', 'joko', 'energi']"
133,"Bagusnya pihak BRIN aj yg beli teknologi NIKUBA seharga yg di bandrol pak ariyanto 15 miliar, agar pak ariyanto tdk begitu kecewa. Selanjutnya pihak BRIN aj yg menjadi pihak penerus NIKUBA serta pengembangannya jk pihak BRIN ingin memperbaiki citranya pd masyarakat indonesia.",positif,"bagusnya pihak brin aj yg beli teknologi nikuba seharga yg di bandrol pak ariyanto 15 miliar, agar pak ariyanto tdk begitu kecewa. selanjutnya pihak brin aj yg menjadi pihak penerus nikuba serta pengembangannya jk pihak brin ingin memperbaiki citranya pd masyarakat indonesia.",bagusnya pihak brin aj yg beli teknologi nikuba seharga yg di bandrol pak ariyanto miliar agar pak ariyanto tdk begitu kecewa selanjutnya pihak brin aj yg menjadi pihak penerus nikuba serta pengembangannya jk pihak brin ingin memperbaiki citranya pd masyarakat indonesia,"['bagusnya', 'pihak', 'brin', 'aj', 'yg', 'beli', 'teknologi', 'nikuba', 'seharga', 'yg', 'di', 'bandrol', 'pak', 'ariyanto', 'miliar', 'agar', 'pak', 'ariyanto', 'tdk', 'begitu', 'kecewa', 'selanjutnya', 'pihak', 'brin', 'aj', 'yg', 'menjadi', 'pihak', 'penerus', 'nikuba', 'serta', 'pengembangannya', 'jk', 'pihak', 'brin', 'ingin', 'memperbaiki', 'citranya', 'pd', 'masyarakat', 'indonesia']","['bagusnya', 'pihak', 'brin', 'aj', 'yang', 'beli', 'teknologi', 'nikuba', 'seharga', 'yang', 'di', 'bandrol', 'pak', 'ariyanto', 'miliar', 'agar', 'pak', 'ariyanto', 'tidak', 'begitu', 'kecewa', 'selanjutnya', 'pihak', 'brin', 'aj', 'yang', 'menjadi', 'pihak', 'penerus', 'nikuba', 'serta', 'pengembangannya', 'jk', 'pihak', 'brin', 'ingin', 'memperbaiki', 'citranya', 'kepada ', 'masyarakat', 'indonesia']","['bagusnya', 'brin', 'aj', 'beli', 'teknologi', 'nikuba', 'seharga', 'bandrol', 'ariyanto', 'miliar', 'ariyanto', 'kecewa', 'brin', 'aj', 'penerus', 'nikuba', 'pengembangannya', 'jk', 'brin', 'memperbaiki', 'citranya', 'kepada ', 'masyarakat', 'indonesia']"
134,"Monopoly gk sih? Kalau Nikuba ini sukses, tentu ada Sumber Daya lain yg terancam.",positif,"monopoly gk sih? kalau nikuba ini sukses, tentu ada sumber daya lain yg terancam.",monopoly gk sih kalau nikuba ini sukses tentu ada sumber daya lain yg terancam,"['monopoly', 'gk', 'sih', 'kalau', 'nikuba', 'ini', 'sukses', 'tentu', 'ada', 'sumber', 'daya', 'lain', 'yg', 'terancam']","['monopoly', 'tidak', 'sih', 'kalau', 'nikuba', 'ini', 'sukses', 'tentu', 'ada', 'sumber', 'daya', 'lain', 'yang', 'terancam']","['monopoly', 'nikuba', 'sukses', 'sumber', 'daya', 'terancam']"
135,"Yg bikin nikuba org indonesia klo jadi Dijual 15M ke itali.. Dikembangkan dinegara itali bikin lambonikuba Supercar dan akhirnya dibeli rafiahmad . Adre taulani dan kawan2 satu kendaraannya 20M 🤣 mungkin spt itu kedepannya, dan lanjut cina, jepang, korea ,amerika elon musk ikutan bikin kendaraan nikuba trs diimpor ke indonesia 😂 begitulah kira2 alurnya klo pemerintah tidak ada tindakan sama sekali terhadap anak bangsa..",positif,"yg bikin nikuba org indonesia klo jadi dijual 15m ke itali.. dikembangkan dinegara itali bikin lambonikuba supercar dan akhirnya dibeli rafiahmad . adre taulani dan kawan2 satu kendaraannya 20m 🤣 mungkin spt itu kedepannya, dan lanjut cina, jepang, korea ,amerika elon musk ikutan bikin kendaraan nikuba trs diimpor ke indonesia 😂 begitulah kira2 alurnya klo pemerintah tidak ada tindakan sama sekali terhadap anak bangsa..",yg bikin nikuba org indonesia klo jadi dijual  ke itali dikembangkan dinegara itali bikin lambonikuba supercar dan akhirnya dibeli rafiahmad adre taulani dan kawan satu kendaraannya  mungkin spt itu kedepannya dan lanjut cina jepang korea amerika elon musk ikutan bikin kendaraan nikuba trs diimpor ke indonesia begitulah kira alurnya klo pemerintah tidak ada tindakan sama sekali terhadap anak bangsa,"['yg', 'bikin', 'nikuba', 'org', 'indonesia', 'klo', 'jadi', 'dijual', 'ke', 'itali', 'dikembangkan', 'dinegara', 'itali', 'bikin', 'lambonikuba', 'supercar', 'dan', 'akhirnya', 'dibeli', 'rafiahmad', 'adre', 'taulani', 'dan', 'kawan', 'satu', 'kendaraannya', 'mungkin', 'spt', 'itu', 'kedepannya', 'dan', 'lanjut', 'cina', 'jepang', 'korea', 'amerika', 'elon', 'musk', 'ikutan', 'bikin', 'kendaraan', 'nikuba', 'trs', 'diimpor', 'ke', 'indonesia', 'begitulah', 'kira', 'alurnya', 'klo', 'pemerintah', 'tidak', 'ada', 'tindakan', 'sama', 'sekali', 'terhadap', 'anak', 'bangsa']","['yang', 'bikin', 'nikuba', 'orang', 'indonesia', 'kalau', 'jadi', 'dijual', 'ke', 'itali', 'dikembangkan', 'dinegara', 'itali', 'bikin', 'lambonikuba', 'supercar', 'dan', 'akhirnya', 'dibeli', 'rafiahmad', 'adre', 'taulani', 'dan', 'kawan', 'satu', 'kendaraannya', 'mungkin', 'spt', 'itu', 'kedepannya', 'dan', 'lanjut', 'cina', 'jepang', 'korea', 'amerika', 'elon', 'musk', 'ikutan', 'bikin', 'kendaraan', 'nikuba', 'terus', 'diimpor', 'ke', 'indonesia', 'begitulah', 'kira', 'alurnya', 'kalau', 'pemerintah', 'tidak', 'ada', 'tindakan', 'sama', 'sekali', 'terhadap', 'anak', 'bangsa']","['nikuba', 'orang', 'indonesia', 'dijual', 'itali', 'dikembangkan', 'dinegara', 'itali', 'lambonikuba', 'supercar', 'dibeli', 'rafiahmad', 'adre', 'taulani', 'kawan', 'kendaraannya', 'spt', 'kedepannya', 'cina', 'jepang', 'korea', 'amerika', 'elon', 'musk', 'ikutan', 'kendaraan', 'nikuba', 'diimpor', 'indonesia', 'alurnya', 'pemerintah', 'tindakan', 'anak', 'bangsa']"
136,"Nggak bisakah.. BRIN mendapatkan 1 unit NIKUBA itu lalu dibedah.. Apa isinya gimana kerjanya. 

Kan bisa minta ke Pak tentara yang sudah pakai itu.. 

Kesan aku sih ""ADA MISTERI GELAP"".",positif,"nggak bisakah.. brin mendapatkan 1 unit nikuba itu lalu dibedah.. apa isinya gimana kerjanya. 

kan bisa minta ke pak tentara yang sudah pakai itu.. 

kesan aku sih ""ada misteri gelap"".",nggak bisakah brin mendapatkan unit nikuba itu lalu dibedah apa isinya gimana kerjanya kan bisa minta ke pak tentara yang sudah pakai itu kesan aku sih ada misteri gelap,"['nggak', 'bisakah', 'brin', 'mendapatkan', 'unit', 'nikuba', 'itu', 'lalu', 'dibedah', 'apa', 'isinya', 'gimana', 'kerjanya', 'kan', 'bisa', 'minta', 'ke', 'pak', 'tentara', 'yang', 'sudah', 'pakai', 'itu', 'kesan', 'aku', 'sih', 'ada', 'misteri', 'gelap']","[' tidak', 'bisakah', 'brin', 'mendapatkan', 'unit', 'nikuba', 'itu', 'lalu', 'dibedah', 'apa', 'isinya', 'bagaimana', 'kerjanya', 'kan', 'bisa', 'minta', 'ke', 'pak', 'tentara', 'yang', 'sudah', 'pakai', 'itu', 'kesan', 'saya', 'sih', 'ada', 'misteri', 'gelap']","[' tidak', 'brin', 'unit', 'nikuba', 'dibedah', 'isinya', 'kerjanya', 'tentara', 'pakai', 'kesan', 'misteri', 'gelap']"
137,"Itulah indonesia kebanyakan cukongnya, akhirnya penemu teknologi jadi mals mengembangkannya di negara kita sendiri 😢😢😢😢dulu pak habibi juga begitu akhirnya jermanlah yg memiliki kariyanya pak habibi🤦🤦🤦🤦parah parah sekarang sekarqng nikuba kalau di kembangkan, indonesia akan  makmur dan tidak lg mengandalkan bahan bakar minyak ,seperti bensin dan solar",negatif,"itulah indonesia kebanyakan cukongnya, akhirnya penemu teknologi jadi mals mengembangkannya di negara kita sendiri 😢😢😢😢dulu pak habibi juga begitu akhirnya jermanlah yg memiliki kariyanya pak habibi🤦🤦🤦🤦parah parah sekarang sekarqng nikuba kalau di kembangkan, indonesia akan  makmur dan tidak lg mengandalkan bahan bakar minyak ,seperti bensin dan solar",itulah indonesia kebanyakan cukongnya akhirnya penemu teknologi jadi mals mengembangkannya di negara kita sendiri dulu pak habibi juga begitu akhirnya jermanlah yg memiliki kariyanya pak habibiparah parah sekarang sekarqng nikuba kalau di kembangkan indonesia akan makmur dan tidak lg mengandalkan bahan bakar minyak seperti bensin dan solar,"['itulah', 'indonesia', 'kebanyakan', 'cukongnya', 'akhirnya', 'penemu', 'teknologi', 'jadi', 'mals', 'mengembangkannya', 'di', 'negara', 'kita', 'sendiri', 'dulu', 'pak', 'habibi', 'juga', 'begitu', 'akhirnya', 'jermanlah', 'yg', 'memiliki', 'kariyanya', 'pak', 'habibiparah', 'parah', 'sekarang', 'sekarqng', 'nikuba', 'kalau', 'di', 'kembangkan', 'indonesia', 'akan', 'makmur', 'dan', 'tidak', 'lg', 'mengandalkan', 'bahan', 'bakar', 'minyak', 'seperti', 'bensin', 'dan', 'solar']","['itulah', 'indonesia', 'kebanyakan', 'cukongnya', 'akhirnya', 'penemu', 'teknologi', 'jadi', 'mals', 'mengembangkannya', 'di', 'negara', 'kita', 'sendiri', 'dulu', 'pak', 'habibi', 'juga', 'begitu', 'akhirnya', 'jermanlah', 'yang', 'memiliki', 'kariyanya', 'pak', 'habibiparah', 'parah', 'sekarang', 'sekarqng', 'nikuba', 'kalau', 'di', 'kembangkan', 'indonesia', 'akan', 'makmur', 'dan', 'tidak', 'Sedang', 'mengandalkan', 'bahan', 'bakar', 'minyak', 'seperti', 'bensin', 'dan', 'solar']","['indonesia', 'kebanyakan', 'cukongnya', 'penemu', 'teknologi', 'mals', 'mengembangkannya', 'negara', 'habibi', 'jermanlah', 'memiliki', 'kariyanya', 'habibiparah', 'parah', 'sekarqng', 'nikuba', 'kembangkan', 'indonesia', 'makmur', 'Sedang', 'mengandalkan', 'bahan', 'bakar', 'minyak', 'bensin', 'solar']"
138,"Di Indonesia ini gak usah jauh2 bahas nikuba dan tekhnologi dll, byorka aja mereka gak bisa nangkap kok. Dah lah... Gas luar negeri pak.. insyaallah akan sangat dihargai",positif,"di indonesia ini gak usah jauh2 bahas nikuba dan tekhnologi dll, byorka aja mereka gak bisa nangkap kok. dah lah... gas luar negeri pak.. insyaallah akan sangat dihargai",di indonesia ini gak usah jauh bahas nikuba dan tekhnologi dll byorka aja mereka gak bisa nangkap kok dah lah gas luar negeri pak insyaallah akan sangat dihargai,"['di', 'indonesia', 'ini', 'gak', 'usah', 'jauh', 'bahas', 'nikuba', 'dan', 'tekhnologi', 'dll', 'byorka', 'aja', 'mereka', 'gak', 'bisa', 'nangkap', 'kok', 'dah', 'lah', 'gas', 'luar', 'negeri', 'pak', 'insyaallah', 'akan', 'sangat', 'dihargai']","['di', 'indonesia', 'ini', 'tidak', 'usah', 'jauh', 'bahas', 'nikuba', 'dan', 'tekhnologi', 'dll', 'byorka', 'saja', 'mereka', 'tidak', 'bisa', 'nangkap', 'kok', 'dah', 'lah', 'gas', 'luar', 'negeri', 'pak', 'insyaallah', 'akan', 'sangat', 'dihargai']","['indonesia', 'bahas', 'nikuba', 'tekhnologi', 'dll', 'byorka', 'nangkap', 'dah', 'gas', 'negeri', 'insyaallah', 'dihargai']"
139,"Kalo Nikuba ini diakui dan dikembangkan di Indonesia, maka usaha SPBU2 di Indonesia bisa tutup semua dan itu akan sangat merugikan mereka.",netral,"kalo nikuba ini diakui dan dikembangkan di indonesia, maka usaha spbu2 di indonesia bisa tutup semua dan itu akan sangat merugikan mereka.",kalo nikuba ini diakui dan dikembangkan di indonesia maka usaha spbu di indonesia bisa tutup semua dan itu akan sangat merugikan mereka,"['kalo', 'nikuba', 'ini', 'diakui', 'dan', 'dikembangkan', 'di', 'indonesia', 'maka', 'usaha', 'spbu', 'di', 'indonesia', 'bisa', 'tutup', 'semua', 'dan', 'itu', 'akan', 'sangat', 'merugikan', 'mereka']","['kalau', 'nikuba', 'ini', 'diakui', 'dan', 'dikembangkan', 'di', 'indonesia', 'maka', 'usaha', 'spbu', 'di', 'indonesia', 'bisa', 'tutup', 'semua', 'dan', 'itu', 'akan', 'sangat', 'merugikan', 'mereka']","['nikuba', 'diakui', 'dikembangkan', 'indonesia', 'usaha', 'spbu', 'indonesia', 'tutup', 'merugikan']"
140,"orang sains dah banyak yang jelasin, masih aja pada di tipu ama si ""nikuba"" buat bahan bakar kendaraan. itu alat HHO noh punya pak joko energi, malah si aryanto niru punya pak joko. trus APAR dri singkong juga udah ada penemunya dri 1980, rompi anti peluru malah anak SMA yang nemuin dri 2014.",negatif,"orang sains dah banyak yang jelasin, masih aja pada di tipu ama si ""nikuba"" buat bahan bakar kendaraan. itu alat hho noh punya pak joko energi, malah si aryanto niru punya pak joko. trus apar dri singkong juga udah ada penemunya dri 1980, rompi anti peluru malah anak sma yang nemuin dri 2014.",orang sains dah banyak yang jelasin masih aja pada di tipu ama si nikuba buat bahan bakar kendaraan itu alat hho noh punya pak joko energi malah si aryanto niru punya pak joko trus apar dri singkong juga udah ada penemunya dri rompi anti peluru malah anak sma yang nemuin dri,"['orang', 'sains', 'dah', 'banyak', 'yang', 'jelasin', 'masih', 'aja', 'pada', 'di', 'tipu', 'ama', 'si', 'nikuba', 'buat', 'bahan', 'bakar', 'kendaraan', 'itu', 'alat', 'hho', 'noh', 'punya', 'pak', 'joko', 'energi', 'malah', 'si', 'aryanto', 'niru', 'punya', 'pak', 'joko', 'trus', 'apar', 'dri', 'singkong', 'juga', 'udah', 'ada', 'penemunya', 'dri', 'rompi', 'anti', 'peluru', 'malah', 'anak', 'sma', 'yang', 'nemuin', 'dri']","['orang', 'sains', 'dah', 'banyak', 'yang', 'jelasin', 'masih', 'saja', 'pada', 'di', 'tipu', 'ama', 'si', 'nikuba', 'buat', 'bahan', 'bakar', 'kendaraan', 'itu', 'alat', 'hho', 'noh', 'punya', 'pak', 'joko', 'energi', 'malah', 'si', 'aryanto', 'niru', 'punya', 'pak', 'joko', 'terus', 'apar', 'dari   ', 'singkong', 'juga', 'sudah', 'ada', 'penemunya', 'dari   ', 'rompi', 'anti', 'peluru', 'malah', 'anak', 'sma', 'yang', 'nemuin', 'dari   ']","['orang', 'sains', 'dah', 'jelasin', 'tipu', 'ama', 'nikuba', 'bahan', 'bakar', 'kendaraan', 'alat', 'hho', 'noh', 'joko', 'energi', 'aryanto', 'niru', 'joko', 'apar', 'dari   ', 'singkong', 'penemunya', 'dari   ', 'rompi', 'anti', 'peluru', 'anak', 'sma', 'nemuin', 'dari   ']"
141,Nikuba omong kosong .cuma mainan anak kecil aja .mudah ski percaya a .klu mo bukti in tangki motor ya di lepas. Sy jamin motor gak akan bisa hidup .cuma alat model sperti itu,positif,nikuba omong kosong .cuma mainan anak kecil aja .mudah ski percaya a .klu mo bukti in tangki motor ya di lepas. sy jamin motor gak akan bisa hidup .cuma alat model sperti itu,nikuba omong kosong cuma mainan anak kecil aja mudah ski percaya  klu mo bukti in tangki motor ya di lepas sy jamin motor gak akan bisa hidup cuma alat model sperti itu,"['nikuba', 'omong', 'kosong', 'cuma', 'mainan', 'anak', 'kecil', 'aja', 'mudah', 'ski', 'percaya', 'klu', 'mo', 'bukti', 'in', 'tangki', 'motor', 'ya', 'di', 'lepas', 'sy', 'jamin', 'motor', 'gak', 'akan', 'bisa', 'hidup', 'cuma', 'alat', 'model', 'sperti', 'itu']","['nikuba', 'omong', 'kosong', 'cuma', 'mainan', 'anak', 'kecil', 'saja', 'mudah', 'ski', 'percaya', 'kalau', 'mo', 'bukti', 'in', 'tangki', 'motor', 'ya', 'di', 'lepas', 'saya', 'jamin', 'motor', 'tidak', 'akan', 'bisa', 'hidup', 'cuma', 'alat', 'model', 'sperti', 'itu']","['nikuba', 'omong', 'kosong', 'mainan', 'anak', 'mudah', 'ski', 'percaya', 'mo', 'bukti', 'in', 'tangki', 'motor', 'lepas', 'jamin', 'motor', 'hidup', 'alat', 'model', 'sperti']"
142,"bukannya menghina cara ngobronya kaya gak saintis saya agak sedikit ragu, kalau memang bener bisa menyalakan dan menjalankan mesin kendaraan bapak gk usah ribet cari cuan sendiri dari org deket bapak jual air nikuba itu udh cari cuahn sendiri beres nanti udh buming pemerintahpun gk bisa apa apa kalau publik sudah merasakan.",positif,"bukannya menghina cara ngobronya kaya gak saintis saya agak sedikit ragu, kalau memang bener bisa menyalakan dan menjalankan mesin kendaraan bapak gk usah ribet cari cuan sendiri dari org deket bapak jual air nikuba itu udh cari cuahn sendiri beres nanti udh buming pemerintahpun gk bisa apa apa kalau publik sudah merasakan.",bukannya menghina cara ngobronya kaya gak saintis saya agak sedikit ragu kalau memang bener bisa menyalakan dan menjalankan mesin kendaraan bapak gk usah ribet cari cuan sendiri dari org deket bapak jual air nikuba itu udh cari cuahn sendiri beres nanti udh buming pemerintahpun gk bisa apa apa kalau publik sudah merasakan,"['bukannya', 'menghina', 'cara', 'ngobronya', 'kaya', 'gak', 'saintis', 'saya', 'agak', 'sedikit', 'ragu', 'kalau', 'memang', 'bener', 'bisa', 'menyalakan', 'dan', 'menjalankan', 'mesin', 'kendaraan', 'bapak', 'gk', 'usah', 'ribet', 'cari', 'cuan', 'sendiri', 'dari', 'org', 'deket', 'bapak', 'jual', 'air', 'nikuba', 'itu', 'udh', 'cari', 'cuahn', 'sendiri', 'beres', 'nanti', 'udh', 'buming', 'pemerintahpun', 'gk', 'bisa', 'apa', 'apa', 'kalau', 'publik', 'sudah', 'merasakan']","['bukannya', 'menghina', 'cara', 'ngobronya', 'kaya', 'tidak', 'saintis', 'saya', 'agak', 'sedikit', 'ragu', 'kalau', 'memang', 'benar', 'bisa', 'menyalakan', 'dan', 'menjalankan', 'mesin', 'kendaraan', 'bapak', 'tidak', 'usah', 'ribet', 'cari', 'cuan', 'sendiri', 'dari', 'orang', 'deket', 'bapak', 'jual', 'air', 'nikuba', 'itu', 'sudah', 'cari', 'cuahn', 'sendiri', 'beres', 'nanti', 'sudah', 'buming', 'pemerintahpun', 'tidak', 'bisa', 'apa', 'apa', 'kalau', 'publik', 'sudah', 'merasakan']","['menghina', 'ngobronya', 'kaya', 'saintis', 'ragu', 'menyalakan', 'menjalankan', 'mesin', 'kendaraan', 'ribet', 'cari', 'cuan', 'orang', 'deket', 'jual', 'air', 'nikuba', 'cari', 'cuahn', 'beres', 'buming', 'pemerintahpun', 'publik', 'merasakan']"
143,"nanti kalo Nikuba di pasarkan, bensin dll tidak lalu, kalo tidak laku nanti...",netral,"nanti kalo nikuba di pasarkan, bensin dll tidak lalu, kalo tidak laku nanti...",nanti kalo nikuba di pasarkan bensin dll tidak lalu kalo tidak laku nanti,"['nanti', 'kalo', 'nikuba', 'di', 'pasarkan', 'bensin', 'dll', 'tidak', 'lalu', 'kalo', 'tidak', 'laku', 'nanti']","['nanti', 'kalau', 'nikuba', 'di', 'pasarkan', 'bensin', 'dll', 'tidak', 'lalu', 'kalau', 'tidak', 'laku', 'nanti']","['nikuba', 'pasarkan', 'bensin', 'dll', 'laku']"
144,Saya percaya sama nikuba penemuan org indonesia...semangat pak mixel.,positif,saya percaya sama nikuba penemuan org indonesia...semangat pak mixel.,saya percaya sama nikuba penemuan org indonesiasemangat pak mixel,"['saya', 'percaya', 'sama', 'nikuba', 'penemuan', 'org', 'indonesiasemangat', 'pak', 'mixel']","['saya', 'percaya', 'sama', 'nikuba', 'penemuan', 'orang', 'indonesiasemangat', 'pak', 'mixel']","['percaya', 'nikuba', 'penemuan', 'orang', 'indonesiasemangat', 'mixel']"
145,Pertamina ketar ketir melihat nikuba,netral,pertamina ketar ketir melihat nikuba,pertamina ketar ketir melihat nikuba,"['pertamina', 'ketar', 'ketir', 'melihat', 'nikuba']","['pertamina', 'ketar', 'ketir', 'melihat', 'nikuba']","['pertamina', 'ketar', 'ketir', 'nikuba']"
146,"Pertahankan pak
Saya yakin bapak penemu nikuba untuk masa depan, Bapak ini sangat pintar dan cerdas",positif,"pertahankan pak
saya yakin bapak penemu nikuba untuk masa depan, bapak ini sangat pintar dan cerdas",pertahankan pak saya yakin bapak penemu nikuba untuk masa depan bapak ini sangat pintar dan cerdas,"['pertahankan', 'pak', 'saya', 'yakin', 'bapak', 'penemu', 'nikuba', 'untuk', 'masa', 'depan', 'bapak', 'ini', 'sangat', 'pintar', 'dan', 'cerdas']","['pertahankan', 'pak', 'saya', 'yakin', 'bapak', 'penemu', 'nikuba', 'untuk', 'masa', 'depan', 'bapak', 'ini', 'sangat', 'pintar', 'dan', 'cerdas']","['pertahankan', 'penemu', 'nikuba', 'pintar', 'cerdas']"
147,Nikuba ini mungkin sangat pas di era sekarang sudah cocok dan bisa dikembangkan dengan perpaduan motor atau mobil listrik yang memiliki kapasitas listrik yg lebih besar dari kendaraan bermotor konvensional dan sumber listrik dari kendaraan listrik banyak sumbernya dari baterai .dari pengereman mekanik dll karena Untuk memproses hidrogen dari air membutuhkan kebutuhan listrik yang besar.kurang maksimal untuk kendaraan konvesional yang hanya memiliki Aki / acu untuk memenuhi kebutuhan listriknya kalau tujuannya untuk menggunakan hidrogen dari air untuk 100% sebagai bahan bakar kendaraan,positif,nikuba ini mungkin sangat pas di era sekarang sudah cocok dan bisa dikembangkan dengan perpaduan motor atau mobil listrik yang memiliki kapasitas listrik yg lebih besar dari kendaraan bermotor konvensional dan sumber listrik dari kendaraan listrik banyak sumbernya dari baterai .dari pengereman mekanik dll karena untuk memproses hidrogen dari air membutuhkan kebutuhan listrik yang besar.kurang maksimal untuk kendaraan konvesional yang hanya memiliki aki / acu untuk memenuhi kebutuhan listriknya kalau tujuannya untuk menggunakan hidrogen dari air untuk 100% sebagai bahan bakar kendaraan,nikuba ini mungkin sangat pas di era sekarang sudah cocok dan bisa dikembangkan dengan perpaduan motor atau mobil listrik yang memiliki kapasitas listrik yg lebih besar dari kendaraan bermotor konvensional dan sumber listrik dari kendaraan listrik banyak sumbernya dari baterai dari pengereman mekanik dll karena untuk memproses hidrogen dari air membutuhkan kebutuhan listrik yang besarkurang maksimal untuk kendaraan konvesional yang hanya memiliki aki acu untuk memenuhi kebutuhan listriknya kalau tujuannya untuk menggunakan hidrogen dari air untuk sebagai bahan bakar kendaraan,"['nikuba', 'ini', 'mungkin', 'sangat', 'pas', 'di', 'era', 'sekarang', 'sudah', 'cocok', 'dan', 'bisa', 'dikembangkan', 'dengan', 'perpaduan', 'motor', 'atau', 'mobil', 'listrik', 'yang', 'memiliki', 'kapasitas', 'listrik', 'yg', 'lebih', 'besar', 'dari', 'kendaraan', 'bermotor', 'konvensional', 'dan', 'sumber', 'listrik', 'dari', 'kendaraan', 'listrik', 'banyak', 'sumbernya', 'dari', 'baterai', 'dari', 'pengereman', 'mekanik', 'dll', 'karena', 'untuk', 'memproses', 'hidrogen', 'dari', 'air', 'membutuhkan', 'kebutuhan', 'listrik', 'yang', 'besarkurang', 'maksimal', 'untuk', 'kendaraan', 'konvesional', 'yang', 'hanya', 'memiliki', 'aki', 'acu', 'untuk', 'memenuhi', 'kebutuhan', 'listriknya', 'kalau', 'tujuannya', 'untuk', 'menggunakan', 'hidrogen', 'dari', 'air', 'untuk', 'sebagai', 'bahan', 'bakar', 'kendaraan']","['nikuba', 'ini', 'mungkin', 'sangat', 'pas', 'di', 'era', 'sekarang', 'sudah', 'cocok', 'dan', 'bisa', 'dikembangkan', 'dengan', 'perpaduan', 'motor', 'atau', 'mobil', 'listrik', 'yang', 'memiliki', 'kapasitas', 'listrik', 'yang', 'lebih', 'besar', 'dari', 'kendaraan', 'bermotor', 'konvensional', 'dan', 'sumber', 'listrik', 'dari', 'kendaraan', 'listrik', 'banyak', 'sumbernya', 'dari', 'baterai', 'dari', 'pengereman', 'mekanik', 'dll', 'karena', 'untuk', 'memproses', 'hidrogen', 'dari', 'air', 'membutuhkan', 'kebutuhan', 'listrik', 'yang', 'besarkurang', 'maksimal', 'untuk', 'kendaraan', 'konvesional', 'yang', 'hanya', 'memiliki', 'aki', 'acu', 'untuk', 'memenuhi', 'kebutuhan', 'listriknya', 'kalau', 'tujuannya', 'untuk', 'menggunakan', 'hidrogen', 'dari', 'air', 'untuk', 'sebagai', 'bahan', 'bakar', 'kendaraan']","['nikuba', 'pas', 'era', 'cocok', 'dikembangkan', 'perpaduan', 'motor', 'mobil', 'listrik', 'memiliki', 'kapasitas', 'listrik', 'kendaraan', 'bermotor', 'konvensional', 'sumber', 'listrik', 'kendaraan', 'listrik', 'sumbernya', 'baterai', 'pengereman', 'mekanik', 'dll', 'memproses', 'hidrogen', 'air', 'membutuhkan', 'kebutuhan', 'listrik', 'besarkurang', 'maksimal', 'kendaraan', 'konvesional', 'memiliki', 'aki', 'acu', 'memenuhi', 'kebutuhan', 'listriknya', 'tujuannya', 'hidrogen', 'air', 'bahan', 'bakar', 'kendaraan']"
